"Lender name","University","Country / Main Campus","Criteria","Source","Courses"
"Bank of India","Ecole Normale Superieure Paris Saclay","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Ecole Polytechnique (Institut Polytechnique de Paris)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Ecole Polytechnique de Montreal","Canada","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Ecole Polytechnique Federale de Lausanne","Switzerland","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Ecole Polytechnique Federale de Lausanne","Switzerland","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Punjab National Bank","Ecole Polytechnique Federale de Lausanne","Switzerland","Annexure B","As per bank list","Any course"
"State Bank of India","Ecole Polytechnique Federale de Lausanne","Switzerland","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","Ecole Polytechnique Federale de Lausanne","Switzerland","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","STEM"
"Yes Bank","Ecole Polytechnique Federale de Lausanne","Switzerland","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Ecole Superieure des Sciences Economiques et Commerciales ESSEC (CY Cergy Paris Universite)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Edge Hill University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","Edgewood College","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of Baroda","EDHEC Business School","France","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management"
"Prodigy","EDHEC Business School","France","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Engineering & Technology; Law"
"Bank of India","EDHEC Business School (University Cote dAzur)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Edinburgh Napier University","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Edinburgh Napier University","United Kingdom","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Edinburgh Napier University","United Kingdom","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Edith Cowan University","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Edith Cowan University","Australia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","Edith Cowan University","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Law"
"Yes Bank","Edith Cowan University","Australia","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Education University of Hong Kong (Hong Kong Institute of Education)","China","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Effat University","Saudi Arabia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Effat University","Saudi Arabia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Effat University","Saudi Arabia","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Ege University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Egerton University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Egypt Japan University of Science & Technology","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Ehime University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Eidgenossische Technische Hochschule ETH Zurich","Switzerland","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","Eindhoven University of Technology","Netherlands","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","Eindhoven University of Technology","Netherlands","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Eindhoven University of Technology","Netherlands","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Union Bank of India","Eindhoven University of Technology","Netherlands","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MANAGEMENT; STEM"
"Yes Bank","Eindhoven University of Technology","Netherlands","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Elon University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","Elon University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","EM Lyon Business School","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Embry Riddle Aeronautical University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Leapfinance","Embry Riddle Aeronautical University","United States of America","Listed","https://leapfinance.com/courses","Any course"
"Mpower","Embry-Riddle Aeronautical University-Daytona Beach","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Mpower","Embry-Riddle Aeronautical University-Prescott","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","Emerson College","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","Emerson College","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","Emlyon business school","France","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Engineering & Technology"
"Bank of Baroda","Emory University","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical"
"Bank of India","Emory University","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Emory University","United States of America","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Leapfinance","Emory University","United States of America","Listed","https://leapfinance.com/courses","Any course"
"Mpower","Emory University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","Emory University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Social Sciences"
"State Bank of India","Emory University","United States of America","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","Emory University","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Law and Medical; Management; STEM"
"Yes Bank","Emory University","United States of America","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
