"FinalListVersion","ChangesAppliedToList","ListSideCountryIssues","WebsiteSideExtraCountryIssues","NameAlignmentOnlyIssues","HardConflictsReviewed","Decision"
"v3","0","0","69","48","6","No list changes applied; mismatches are website-side or parsing/name artifacts."
