"TotalRows","UniqueLenders","UniqueUniversityRaw","UniqueUniversityNormalized","NameVariantGroups","CountryConflictGroups","CountryOutlierRows","DuplicateGroupsWithinLender"
"6945","10","3644","3557","85","1254","62","67"
